namespace	guid	source_hash	row	zh_text	en_text	status	allow_new_namespace
/Game/Data/ExportDialogues/Cl05/Cl05_ZCJD/FeiYangJiuZhangHou/DT_DialogueInfo_Cl05_ZCJD_FeiYangJiuZhangHou	Cl05_ZCJD_FeiYangJiuZhangHou_01_XuPingQing_DialogueText	595512291	Cl05_ZCJD_FeiYangJiuZhangHou_01_XuPingQing	我想夫子一定是在处理更棘手的事情。	I think the Master must be dealing with something more pressing.	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_ZCJD/KanTianSanRenJiuZhangHou/DT_DialogueInfo_Cl05_ZCJD_KanTianSanRenJiuZhangHou	Cl05_ZCJD_KanTianSanRenJiuZhangHou_00_ZeZhou_DialogueText	3522298569	Cl05_ZCJD_KanTianSanRenJiuZhangHou_00_ZeZhou	通天塔的外环碎了！等等，这种情况该怎么办……	The outer ring of the Tower of Heaven is broken! Wait, what should we do in this situation...	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_ZCJD/KanTianSanRenJiuZhangHou/DT_DialogueInfo_Cl05_ZCJD_KanTianSanRenJiuZhangHou	Cl05_ZCJD_KanTianSanRenJiuZhangHou_01_ZeZhou_DialogueText	1167497961	Cl05_ZCJD_KanTianSanRenJiuZhangHou_01_ZeZhou	得联系工巧家……不对不对，先跟机关学院上报……	I need to contact the Gongqiao family... No, no, report to the Mechanism Academy first...	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_ZCJD/KanTianSanRenJiuZhangHou/DT_DialogueInfo_Cl05_ZCJD_KanTianSanRenJiuZhangHou	Cl05_ZCJD_KanTianSanRenJiuZhangHou_02_WenQingLing_DialogueText	1301541971	Cl05_ZCJD_KanTianSanRenJiuZhangHou_02_WenQingLing	学长……现在墨子院长不在学院……	Senior... Dean Mozi is not at the academy right now...	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_ZCJD/KanTianSanRenJiuZhangHou/DT_DialogueInfo_Cl05_ZCJD_KanTianSanRenJiuZhangHou	Cl05_ZCJD_KanTianSanRenJiuZhangHou_03_FengYueLing_DialogueText	3141377773	Cl05_ZCJD_KanTianSanRenJiuZhangHou_03_FengYueLing	学长，我们以后不会上不了课了吧？	Senior, will we be unable to attend classes from now on?	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_ZCJD/KanTianSanRenJiuZhangHou/DT_DialogueInfo_Cl05_ZCJD_KanTianSanRenJiuZhangHou	Cl05_ZCJD_KanTianSanRenJiuZhangHou_04_ZeZhou_DialogueText	834362323	Cl05_ZCJD_KanTianSanRenJiuZhangHou_04_ZeZhou	怎么偏偏这个时候……夫子也不知道去哪儿了，学院都要乱套了……	Why now of all times... I don't know where the Master went either, the academy is going to be in chaos...	translated	False
/Game/Data/ExportDialogues/Cl05/Cl05_ZCJD/SongBeiChenJiuZhangHou/DT_DialogueInfo_Cl05_ZCJD_SongBeiChenJiuZhangHou	Cl05_ZCJD_SongBeiChenJiuZhangHou_00_SongBeiChen_DialogueText	1140116540	Cl05_ZCJD_SongBeiChenJiuZhangHou_00_SongBeiChen	请同学们保持秩序，我们会确保大家的安全！	Students, please maintain order. We will ensure everyone's safety!	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_00_XueZaiJiXia0_DialogueText	2424209188	HcZhaowei_HMLCJ_WeiTuoYaoQing_00_XueZaiJiXia0	叮！同学你好，您有一封来自学士委的加急委托函。	Ding! Hello student, you have an urgent commission letter from the Scholar Committee.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_02_DialogueText	4279853106	HcZhaowei_HMLCJ_WeiTuoYaoQing_02	学士委找我？	The Scholar Committee wants me?	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_03_PlayerF_DialogueText	4279711063	HcZhaowei_HMLCJ_WeiTuoYaoQing_03_PlayerF	有事找我？请问是什么委托？	You need me for something? What is the commission?	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_03_PlayerM_DialogueText	4279711063	HcZhaowei_HMLCJ_WeiTuoYaoQing_03_PlayerM	有事找我？请问是什么委托？	You need me for something? What is the commission?	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_06_XueZaiJiXia0_DialogueText	1647951985	HcZhaowei_HMLCJ_WeiTuoYaoQing_06_XueZaiJiXia0	受夫子专属委托，向你传达一项重要任务：云根镇演武擂台在即，长城守卫军遴选需贤才协理。	By the Master's exclusive commission, I am to convey an important task: The martial arts tournament in Yungen Town is approaching, and the Great Wall Guard selection requires talented assistance.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_07_XueZaiJiXia0_DialogueText	3624684331	HcZhaowei_HMLCJ_WeiTuoYaoQing_07_XueZaiJiXia0	夫子原话：“吾独寄厚望于尔，盼复。”	"The Master's words: ""I place my high hopes in you, awaiting your return."""	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_09_DialogueText	3150784232	HcZhaowei_HMLCJ_WeiTuoYaoQing_09	夫子指派我？	The Master assigned me?	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_10_PlayerF_DialogueText	3460425694	HcZhaowei_HMLCJ_WeiTuoYaoQing_10_PlayerF	夫子是希望我到云根镇协助守卫军遴选一事，对吗？	Master, you want me to go to Yungen Town to assist the garrison with the selection process, right?	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_10_PlayerM_DialogueText	3460425694	HcZhaowei_HMLCJ_WeiTuoYaoQing_10_PlayerM	夫子是希望我到云根镇协助守卫军遴选一事，对吗？	Master, you want me to go to Yungen Town to assist the garrison with the selection process, right?	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_11_XueZaiJiXia0_DialogueText	3044511514	HcZhaowei_HMLCJ_WeiTuoYaoQing_11_XueZaiJiXia0	正是。夫子交代，请你安心前往，去演武擂台处寻星芒导师对接。	Indeed. The Master has instructed you to proceed with peace of mind and seek out Mentor Xingmang at the Martial Arena for further coordination.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_13_DialogueText	3281519308	HcZhaowei_HMLCJ_WeiTuoYaoQing_13	这合适吗……	Is this appropriate...	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_14_PlayerF_DialogueText	24220770	HcZhaowei_HMLCJ_WeiTuoYaoQing_14_PlayerF	协助守卫军遴选似乎颇有难度……夫子确定派我去帮忙吗？	Assisting the Guard selection seems quite difficult... Is the Master sure about sending me?	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_14_PlayerM_DialogueText	24220770	HcZhaowei_HMLCJ_WeiTuoYaoQing_14_PlayerM	协助守卫军遴选似乎颇有难度……夫子确定派我去帮忙吗？	Assisting the Guard selection seems quite difficult... Is the Master sure about sending me?	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_15_XueZaiJiXia0_DialogueText	3295977416	HcZhaowei_HMLCJ_WeiTuoYaoQing_15_XueZaiJiXia0	夫子表示他自有安排。请你安心前往，去演武擂台处寻星芒导师对接。	The Master says he has his own arrangements. Please rest assured and head to the martial arts tournament to meet with Mentor Xingmang.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_18_XueZaiJiXia0_DialogueText	792796084	HcZhaowei_HMLCJ_WeiTuoYaoQing_18_XueZaiJiXia0	此外，夫子还有嘱托：遴选切磋无需担忧，他已另托守卫军队长对你指点一二，届时切莫失礼数。	Furthermore, the Master has a request: do not worry about the selection trials. He has already entrusted the Captain of the Guard to provide you with some guidance. Please be sure to show proper respect when you meet.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_19_XueZaiJiXia0_DialogueText	153946910	HcZhaowei_HMLCJ_WeiTuoYaoQing_19_XueZaiJiXia0	将军若有驱策，还请效绵薄之力。望不负夫子所托。	If the General has any orders, please allow me to contribute my humble efforts. I hope not to fail the Master's trust.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_21_DialogueText	799206710	HcZhaowei_HMLCJ_WeiTuoYaoQing_21	恭敬不如从命。	I would be honored to oblige.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_22_PlayerF_DialogueText	2774997958	HcZhaowei_HMLCJ_WeiTuoYaoQing_22_PlayerF	收到。我这就前往云根镇演武擂台，找星芒老师。	Understood. I will head to the Yungen Town martial arts tournament now to find Mentor Xingmang.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_22_PlayerM_DialogueText	2774997958	HcZhaowei_HMLCJ_WeiTuoYaoQing_22_PlayerM	收到。我这就前往云根镇演武擂台，找星芒老师。	Understood. I will head to the Yungen Town martial arts tournament now to find Mentor Xingmang.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_25_DialogueText	2628442426	HcZhaowei_HMLCJ_WeiTuoYaoQing_25	看来没法拒绝……	Looks like I can't refuse...	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_26_PlayerF_DialogueText	2233845147	HcZhaowei_HMLCJ_WeiTuoYaoQing_26_PlayerF	收到，那我先去云根镇演武擂台找星芒老师。	Understood, I'll go to the Yungen Town martial arts tournament to find Mentor Xingmang first.	translated	False
/Game/Data/ExportDialogues/HcZhaowei/HcZhaowei_HMLCJ/WeiTuoYaoQing/DT_DialogueInfo_HcZhaowei_HMLCJ_WeiTuoYaoQing	HcZhaowei_HMLCJ_WeiTuoYaoQing_26_PlayerM_DialogueText	2233845147	HcZhaowei_HMLCJ_WeiTuoYaoQing_26_PlayerM	收到，那我先去云根镇演武擂台找星芒老师。	Understood, I'll go to the Yungen Town martial arts tournament to find Mentor Xingmang first.	translated	False
