change_type	namespace	guid	row	old_source_hash	new_source_hash	old_text	new_text	old_zh_text	new_zh_text	old_status	new_status	old_model	new_model	source	reason
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	F9FFB0174AC77DD4472E65A09B871A62			0xE8B3BB37		Scorched Earth Barrier Break				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	FB6CDA81436BC18D499600B639DC197C			0xA77C1408		Megadrive Hammer				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	FBB111C44E82BD85E190549FA2E10B5F			0x2DDBEFC0		Radish King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	FBF490A745DDB48B17650C8581D7E93A			0xAEDB5134		Rift Proliferation				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauBuff/DT_MySteriousLandBuff	FC66BFC340F490DBDEFE71A798A5DCB9			0xAD469FE4		Fence King				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	210FD90343D8FBB08C67E7B8B664F1E1			0xFFE6388E		Floating Life IV				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	2907DBE4422C70DF83FBFD99BE16DA52			0xC9A9849D		Transcendent III				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	3659445D4FCD7BE3C4AB4397C58579DD			0x1C86F4DE		Floating Life I				translated				
source_hash_replaced_same_key	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	3BDAEFC64FAE4B1E462D68AC4A85D3E7		0x8E1B964E	0x6A970084	Floor 11	Transcendent VI			translated	translated				
added_only	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	5F3E6C7C4397195EABC4409FC2070F11			0x618EBB54		Floating Life III				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	65AE7A4A4413B142EE4D8D86F9D6CED8			0xB4A1CB17		Transcendent I				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	7FD8D6EE41B41947B09D98BF7C80E78C			0xBB09FD5D		Floating Life II				translated				
added_only	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	92ECA81046F0FFA108D033A0887D3B45			0x2EA4822D		Floating Life V				translated				
source_hash_replaced_same_key	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	B8761B66499D11AC05C64EAE0F6C2DAC		0x35412AF0	0x57C10747	Floor 9	Transcendent IV			translated	translated				
source_hash_replaced_same_key	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	BB82A3EE4A9D3DF4C80FB7895EF7B8E9		0x185CF39A	0x8683BDE4	Floor 10	Transcendent V			translated	translated				
source_hash_replaced_same_key	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	C8770E4044461E3CF52AC1BECA32063E		0x8A8F06DB	0xA61464F9	Floor 12	Transcendent VII			translated	translated				
added_only	/Game/Data/DataTables/Plateau/PlateauDifficulty/DT_PlateauMystriousLand_Difficulty	E59D1ACC46B624D90806D995D97E75B4			0x132EC294		Transcendent II				translated				
added_only	/Game/Data/DataTables/PlayerPet/DT_PlayerPetDispatchSkill	33F757894A4FC6BEB5C7DF907F86D6CC			0xD4A4ED53		When dispatched to the Colorful Cloud Basin, gain 2 additional Wave-Boat Fruits.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	022AABE646B9E65A461669853351D58F			0xA9532DCC		A Blade in Twilight				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	03F9C97341B549D9E43C2186E30245E8			0x1FCEACB6		Fall of Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	05A56F59423CE1DCADA509A54495BC52			0x03CA9473		Apocalypse				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	0D74B6B24C513B25F4AF1D8768F92297			0x15A42E65		Dream Crisis				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	14998DA545CEEADFAE65EF923EE06F0A			0x3DC68545		Farewell in the Cave				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	161D86BF4089A668D8CECE99041A7E80			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	1A96056746FC2E3DCDCABFB6AE5B5BC1			0x6C67D973		Dance of the Sacrificial Fish				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	2148B39E461ABE56196C79966050A52E			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	2235F88F499B085E38A75A8B86B91410			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	2347D04C422A267C757E71AE2F4CAC80			0x00A2B454		Everything began with the War of God's Fall. Nuwa and Dijun clashed over the Miracle, leading to the fall of all gods. Before she vanished, Nuwa left behind prophecies and hopes for the future.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	24E555434526A2DECEDFEE9371D82892			0xBEC3E50C		Three Pave the Way				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	25EDABB5481DF7B91298E1B1C6262160			0xE249C734		On the battlefield of ruin, heroes stand with you to launch a fierce assault against the powerful enemy.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	351ED2B94FA61DA113DA6DA8B8B975A5			0xDBEAB163		As everyone was fighting, Qiansi leaped down from above. The power of the Divine Mark erupted from his body, strengthening his original shell and forming even more violent and powerful strength.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	36C665A342CC8F0038BF0885A0E97F8B			0xF56F1866		A Close Call				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	3ED7EC054C26048F268224B5B1B8141A			0xE9394515		"Mulan battles the ""Heartless,"" only to be shocked by the very scar that once saved her. Aunt Li tearfully reveals the truth: ""I was bitten while trying to save you..."""				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	4416E2E74BD734FCDA9543883CC03714			0x35D3A69E		This Moment				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	465165E7481AAC5E00CFA7B2277BCC43			0xFEBE0875		Mulan offers her sword as a sacrifice, performing the 'Blade Tempers the Setting Sun, Returning Geese Never Depart' stance. Entrusting her grief to the heroic spirits, only history and her departing silhouette remain where the purple light fades.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	469D44D545A227E80AFF9599E33CC38A			0x44352EA9		Mulan's Arrival				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	47C1F12443A38286F3A1EE8C77DCDCEE			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	496EA63F4321E6E166FBA199E3531A5E			0x1FCEACB6		Fall of Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	4BA68E9945024D551F5FFD84981BFB02			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	4C89CE494E524D21B42866BD2CECB9F5			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	4D65E89D475EE0A391692E97CCEE2F89			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	4EAE6C1D48CAEB42ACB8AD9BC385E975			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	568152E345BEC6E84EE26FBA48460115			0x15A42E65		Dream Crisis				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	578B14CA4D1307A12C4E28A7F035D2F3			0x1EB5096F		Heroes Assemble				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	57FF0BF54A297A2321D5D89C083A545A			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	5DB2D12444F83992CB3CEA9A5CA0D9A9			0x2488FF00		Inside the Tower of Heaven, Zhuang Zhou, who was guarding the Cloud Silkworm, was defeated by the combined efforts of Jiang Ziya and a mysterious figure in black. Jiang Ziya took the Cloud Silkworm core and left. Zhuang Zhou exhausted his own power to replace the Cloud Silkworm and take his place in the Tower of Heaven.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	5DE537304637815F0490C0BDDDCB912F			0xDBF96B56		Ground Collapse				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	60D75E994C8A7BF11701ECAA3FC3B663			0x51276E73		First Encounter with Qiansi				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	627BA3A047714EAD3FA0FCB85BADA50B			0xDBBD946E		Mulan's Sword Duel				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	66ADC77C464D296C2BA914B9A6B8193A			0x3C37E4E3		Time to Part				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	6B4CC46844F9094E1DE94BB52343FA7F			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	6F93592B441FFEA230DB2C94F2873094			0x776316B4		Shadows Appear				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	706A9E2945D8F2802294A184D8433BA2			0x147DC456		As you step into the cave, the ground shakes. Gan Si lets out a pained cry as he breaks free from the Cloud Root Pillar.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	708D0B6D4B4BE1337B44F687AA2E29CB			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	717FF60243941820B303569C80CA349E			0x2F59F773		Frontier Sentiment				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	7509FCB646C4E541A34A3C8719C7EC38			0xEE7470D7		Master's Sacrifice				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	7625D4E742E5ECC54D6A6298DA749BDD			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	7FBAF5184D1F52835CCAB18AF6FA5579			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	80D439B94CFB72728F646B8C537E38D6			0xD9A1E8E4		God's Final Fall				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	80E350894316E90448207BAF30E019F3			0x3198E156		Di Xin's World-Ending				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	867D63EA4A0290E025085F8B015FAACC			0x251A1F89		Under the witness of the stone statues, Hua Mulan uses military orders to awaken Li Xun's remaining will. Together, they sing the frontier song, executing demons with discipline. As the strings snap, humanity returns, leaving only the tragic echo of 'Warrior, do not return...'				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	86F755F2491942DECC0BFE83F114D724			0x048C32C3		Cloud Silkworm Stolen				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	903405D74F3578BCC966DDA573A7A3B7			0xDE04AADC		You failed to stop Di Xin, and the world crumbled in his hands. The Primordial Priest blocked a fatal blow for you and sent you away from this world. As you parted, she gently said that this would not be the end of everything.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	9054697B4D990654869D04A32111DDF2			0x6886D67C		The heroes fight alongside you, but one by one they fall before the overwhelming power. They cleared the path for you and escorted you to Di Xin; you now face him carrying their will.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	950A6B2B4CF2F4F7830031A277C460ED			0x3CCF3B1B		Shadow Dream Secrets				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	99900CDD4AF2B86F847B2AB46464C3EA			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	9F7582B6444A6453906038B9C831A3B4			0x867D4404		Century Echo				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	A1A8F7834D81C1EB4C4D09A63E0A9DDD			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	A25FB44C4E857E621F8AA780108C62FD			0x154452EE		Eternal Starlight (Part II)				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	A49149D14AA7D0F020D4FCB2A95CA0D1			0xA98770B0		Qiansi Transformation				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	A59391A94B63DAA37B513CA9BBFA1F3E			0xB2BA71A6		Mr. Fox				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	A946DB114D5787A2F71B7FA34DE72024			0xB21127CC		The Great Wall Garrison fights the monsters in blood. Li Xun's sacrifice ignites Hua Mulan's desperate resolve...				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	BAC7D0894C240B1329A19C86844B730F			0x8104FA24		Master and Jiang Ziya fought. Qian Si appeared to persuade them to stop, but Jiang Ziya recognized him as his former student and killed him anyway. Master was furious, and Jiang Ziya, having regained his full power, severely injured everyone present. At the critical moment, Master used his body as a shield, sacrificing himself to save everyone. You and the others fell unconscious, and Jiang Ziya left in silence.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	BFD278B64BCBE1136B6CE9B6DE1B377C			0xD621AF22		A strange black mist suddenly strikes, surrounding you and Qinglan. The source is none other than the Youying, who hasn't been seen for days...				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	C79318EF4947460685F98599B461DE4D			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	C9EC80FB4C950F7F4AB7F890C964BD75			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	CA46BEB249DA20AAB0DA06964B5CB121			0x4A804913		Truth in the Cave				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	CF7121C940B0AB4C39306CAE9E069BFB			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	D49C18CE424C92D891DAC3B9EF00ACBB			0x969E7741		Just as Qiansi was about to take you down with him, he discovered your academy crest. Recognizing you as a Jixia student, he regained his senses and saved you, falling into the abyss alone.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	D67AB29A4AE5DDEBD4CE74A711C5D7B7			0x15A42E65		Dream Crisis				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	D71DED804491752DF0D94592D4097844			0x95EED52A		Just as you reached out to take the mark, a violent force of Conferred Gods surged into the arena, binding everyone. Jiang Ziya, the man in black, and Xingli descended from the sky. Master arrived, broke the bindings, and confronted Jiang Ziya in anger.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	D7F200FA49977428CB58338636BAE432			0x843B7EAE		Li Xiaomiao wins a narrow victory through trickery, but Mulan sees through her sword style in three moves, causing her to lose in embarrassment and accidentally reveal her Guardian token.				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	D8F367B5444CC5846E623DB1EE554847			0x5CB54C64		From Rivals to Friends				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	DBCF5F8644B4AB4768C89E8D221B1B25			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	E3212DEF438C8CC299078EB7D09ADDFE			0x3C37E4E3		Time to Part				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	E562C8AA4BC0221AA945F399A4DFA272			0xADD38A73		Wrath of the Star Hidden				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	EB3DB70048BD73858D5E42876B61438F			0x8A5B7651		Battle of the Champions				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	EBA7F1844AFFD2AE0F1BC1B5C59FE5D6			0x3AE2058F		Xingmang is excited about finding the mechanism core, but Wujiu's cannonballs are everywhere. After a blinding flash of fire, everything around seems to have gone still...				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplay	F5262AC14A96A4F339FA96B05A1818FD			0xBFBAEF4F		Kui attempts a sneak attack on Chenzang from behind, but is blocked by the Festival Fish Clan Chief...				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplayCollection	4035D5E44CBE41AF6A8F5AA13FDE9923			0x6106F556		Explore				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplayCollection	436CD90847219896DB2A0B962067264A			0x08C189B5		Final Trial				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplayCollection	B303C89D4DB63CBFE1C9DE8BC9E4EABA			0x6C244367		Bountiful Cloud Celebration				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplayCollection	D9350D67481279FCD8F809AAB173D091			0x6106F556		Explore				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplayCollection	DDA2CB9545C49F402C31EF8AD23CE21D			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplayCollection	E56F7B594456638DBD438F9CA7BFDA2C			0x03CA9473		Apocalypse				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplayCollection	F443035545B6AD540DDFBDBBF17C27CF			0x6E24455C		Enrollment at Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplayCollection	F6E390764D83B9B8844D5FA5F88C558A			0x0F372DA3		Jixia				translated				
added_only	/Game/Data/DataTables/QuestTable/DT_QuestSequenceReplayHeroStory	22ED7DB243C64B0895573D993CC02236			0xD9D0B029		Mulan				translated				
source_hash_replaced_same_key	/Game/Data/DataTables/RPVP/CharacterGrowth/DT_RPVP_GeniusShow	32F38BA044C5FF2149CC40B5EF1957A1		0x7AFCEF21	0xB38C33AD	[Level Up, Dabai!] Stays at Level 3.	When HP is below 60%, casting the third skill restores HP.			translated	translated				
source_hash_replaced_same_key	/Game/Data/DataTables/RPVP/CharacterGrowth/DT_RPVP_GeniusShow	3709EC37490FE9E0A31B1EB85982903A		0x2FF286E6	0x4671D220	Perfect Dabai	Bunny First Aid			translated	translated				
source_hash_replaced_same_key	/Game/Data/DataTables/RPVP/CharacterGrowth/DT_RPVP_GeniusShow	41D54E1C461E247240BAB9B822185EDF		0xB54CC6E5	0x8CEFFE7F	Placeholder	The skill level of Bunny Barrage increases after firing a certain number of Bunny Bullets.			translated	translated				
source_hash_replaced_same_key	/Game/Data/DataTables/RPVP/CharacterGrowth/DT_RPVP_GeniusShow	CB253B004DFB89AD262097B64705CCA7		0xD9FA19FE	0x26661E35	Repeatedly cast [Snow Spirit Loop] to gain additional effects.	Continuously rebound [Snow Spirit Loop] to gain additional effects.			translated	translated				
source_hash_replaced_same_key	/Game/Data/DataTables/RPVP/CharacterGrowth/DT_RPVP_GeniusShow	EF93641A4F6543A296470EBDF220D631		0xCAAC8F90	0x97508235	Ice Crystal Blast	Spinning Ice Wind			translated	translated				
added_only	/Game/Data/DataTables/RPVP/SkillInfos/DT_RPVP_SkillInfo_FeiHan	200C26004ED9E0356FC84A9202C41487			0xA5DD2E04		"In Competitive Mode, the first three normal attacks will not trigger the enemy's <Skill_HL2>Perfect Dodge</>, block, or <Skill_HL2 ContentRow=""100410"">Neutralize</> effects."				translated				
source_hash_replaced_same_key	/Game/Data/DataTables/RPVP/SkillInfos/DT_RPVP_SkillInfo_FeiHan	9B3DC3D8417F21F5E737F7982AEE7CC3		0x7AAF44D2	0x0083E29C	In Arena mode, <Skill_HL1>Snow Spirit Loop</> will not enter a hover state if it misses the enemy.	In Competitive Mode, <Skill_HL1>Snow Spirit Loop</> does not enter a hovering state if it misses the enemy.			translated	translated				
added_only	/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	9317BEB942D1D6AEFA290597662B9B8E			0x5C643315		Win 1 match in Competitive Peak, Ranked, or Matchmaking modes				translated				
added_only	/Game/Data/DataTables/UIInteract/DT_HUDPartVisibility	945754424C4E2D9068CA54BF7862632C			0x347B5022		Map function is disabled in this area. Please use the button in the top right to exit.				translated				
